id, AccountGameNumber, SeasonGameNumber, Rank, Map, PlacementMatch, IfPlacementWLD, createdAt, updatedAt, GamertagId, SeasonNumber, UserUuid
553,2371,70,3083,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
554,2372,71,3107,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
555,2373,72,3083,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
556,2374,73,3107,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
557,2375,74,3107,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
558,2376,75,3084,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
559,2377,76,3060,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
560,2378,77,3036,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
561,2379,78,3059,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
562,2380,79,3037,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
563,2381,80,3063,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
564,2382,81,3085,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
565,2383,82,3109,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
566,2384,83,3084,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
567,2385,84,3107,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
568,2386,85,3131,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
569,2387,86,3107,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
570,2388,87,3084,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
571,2389,88,3108,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
572,2390,89,3131,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
573,2391,90,3155,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
574,2392,91,3179,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
575,2393,92,3203,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
576,2394,93,3227,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
577,2395,94,3202,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
578,2396,95,3178,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
579,2397,96,3201,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
580,2398,97,3226,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
581,2399,98,3201,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
582,2400,99,3225,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
583,2401,100,3249,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
584,2402,101,3225,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
585,2403,102,3249,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
586,2404,103,3273,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
587,2405,104,3296,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
588,2406,105,3319,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
589,2407,106,3343,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
590,2408,107,3320,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
591,2409,108,3296,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
592,2410,109,3320,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
593,2411,110,3343,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
594,2412,111,3365,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
595,2413,112,3388,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
596,2414,113,3363,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
597,2415,114,3339,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
598,2416,115,3361,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
599,2417,116,3384,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
600,2418,117,3407,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
601,2419,118,3381,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
602,2420,119,3357,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
603,2421,120,3334,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
604,2422,121,3358,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
605,2423,122,3334,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
606,2424,123,3359,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
607,2425,124,3382,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
608,2426,125,3358,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
609,2427,126,3334,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
610,2428,127,3311,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,8,92323138-f458-417b-894a-63363bb88fe2
611,2429,1,3311,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
612,2430,2,3311,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
613,2431,3,3311,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
614,2432,4,3311,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
615,2433,5,3311,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
616,2434,6,3311,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
617,2435,7,3311,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
618,2436,8,3311,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
619,2437,9,3311,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
620,2438,10,3142,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
621,2439,11,3118,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
622,2440,12,3142,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
623,2441,13,3166,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
624,2442,14,3191,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
625,2443,15,3167,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
626,2444,16,3191,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
627,2445,17,3167,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
628,2446,18,3144,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
629,2447,19,3167,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
630,2448,20,3144,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
631,2449,21,3168,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
632,2450,22,3191,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
633,2451,23,3167,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
634,2452,24,3192,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
635,2453,25,3168,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
636,2454,26,3145,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
637,2455,27,3168,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
638,2456,28,3193,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
639,2457,29,3169,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
640,2458,30,3193,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
641,2459,31,3216,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
642,2460,32,3240,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
643,2461,33,3216,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
644,2462,34,3240,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
645,2463,35,3216,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
646,2464,36,3191,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
647,2465,37,3216,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
648,2466,38,3193,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
649,2467,39,3170,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
650,2468,40,3147,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
651,2469,41,3171,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
652,2470,42,3195,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
653,2471,43,3219,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
654,2472,44,3195,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
655,2473,45,3219,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
656,2474,46,3243,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
657,2475,47,3265,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
658,2476,48,3240,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
659,2477,49,3265,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
660,2478,50,3289,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
661,2479,51,3289,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
662,2480,52,3313,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
663,2481,53,3336,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
664,2482,54,3312,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
665,2483,55,3288,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
666,2484,56,3313,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
667,2485,57,3289,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
668,2486,58,3265,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
669,2487,59,3241,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
670,2488,60,3217,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
671,2489,61,3241,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
672,2490,62,3217,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
673,2491,63,3193,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
674,2492,64,3217,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
675,2493,65,3193,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
676,2494,66,3217,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
677,2495,67,3241,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
678,2496,68,3266,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
679,2497,69,3242,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
680,2498,70,3218,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
681,2499,71,3243,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
682,2500,72,3267,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
683,2501,73,3243,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
684,2502,74,3219,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
685,2503,75,3243,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
686,2504,76,3219,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
687,2505,77,3195,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
688,2506,78,3219,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
689,2507,79,3243,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
690,2508,80,3267,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
691,2509,81,3291,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
692,2510,82,3267,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
693,2511,83,3243,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
694,2512,84,3219,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
695,2513,85,3243,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
696,2514,86,3218,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
697,2515,87,3194,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
698,2516,88,3169,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
699,2517,89,3193,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
700,2518,90,3217,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
701,2519,91,3241,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
702,2520,92,3265,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
703,2521,93,3289,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
704,2522,94,3314,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
705,2523,95,3338,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
706,2524,96,3314,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
707,2525,97,3338,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
708,2526,98,3314,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
709,2527,99,3290,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
710,2528,100,3266,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
711,2529,101,3243,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
712,2530,102,3266,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
713,2531,103,3292,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
714,2532,104,3267,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
715,2533,105,3292,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
716,2534,106,3318,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
717,2535,107,3296,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
718,2536,108,3319,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
719,2537,109,3344,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
720,2538,110,3321,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
721,2539,111,3344,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
722,2540,112,3367,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
723,2541,113,3342,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
724,2542,114,3319,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
725,2543,115,3343,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
726,2544,116,3367,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
727,2545,117,3342,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
728,2546,118,3317,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
729,2547,119,3341,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
730,2548,120,3365,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
731,2549,121,3340,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
732,2550,122,3365,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
733,2551,123,3388,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
734,2552,124,3365,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
735,2553,125,3388,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
736,2554,126,3365,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
737,2555,127,3341,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
738,2556,128,3316,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
739,2557,129,3291,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
740,2558,130,3315,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
741,2559,131,3290,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
742,2560,132,3314,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
743,2561,133,3338,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
744,2562,134,3314,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
745,2563,135,3338,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,9,92323138-f458-417b-894a-63363bb88fe2
